用户ID,评论文本,发布时间,IP属地,景色评分,趣味评分,性价比评分,赞同数,收藏数,出行类型,评论星级,评论类型
409099085,自己一个人去哒，没座小车，感觉景点有点分散，推荐座小车。超级好玩，到处绿油油的☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️,2024-01-11 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
327094178,超高性价比的旅游区，风景优美，值得一去,2023-07-04 发布点评,黑龙江,5.0,5.0,5.0,1,0,,0,未知
202094631,非常适合游玩的一个地方，建议大家买那个小火车的通票，因为景区非常大，光靠走路是不行的，坐车就很方便～喜欢拍照的千万不要错过荫生植物园区哦。,2021-10-29 发布点评,,5.0,5.0,5.0,0,0,家庭亲子,0,未知
294572699,"很漂亮的景點值得期待,花美樹綠在地美食柠檬鴨老友粉值得品嚐",2021-01-14 发布点评,,0.0,0.0,0.0,0,0,,0,未知
31649323,非常美，非常棒的体验。虽购买了全程观光车票，节省了路上的时间，遗憾的是5个小时只游玩了4个景点。每个点都令人留恋忘返。,2019-12-09 发布点评,,5.0,0.0,0.0,1,0,,0,未知
20508236,青秀山公园真的很大，不坐观光车走的话会累死掉。景点虽然很多，但是比较平淡，没有特别令人惊喜的地方。观光车推荐坐电动车，小火车很多景点不停，要春天去花会比较多，冬天去很多花都没有。,2019-12-06 发布点评,,4.0,0.0,0.0,0,0,,0,未知
177632252,青秀山里面比较大，景观也比较多，可以在里面玩一天。绿色氧吧，还有长廊，内容丰富，有名人典故，也有神话传说西游记四人石像,2019-09-16 发布点评,,5.0,0.0,0.0,1,0,,0,未知
183236936,青秀山是一个让人流连忘返的好地方。每一次都有不同的体验和惊喜。此时正是风铃花和桃花盛开的季节、漫山遍野的黄和红迷醉了双眼、很惬意很治愈。,2026-03-04 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
435546277,环境特别好，推荐,2025-12-24 发布点评,山西,5.0,5.0,5.0,0,0,朋友出游,0,未知
41952692,出乎意料的精彩！,2025-09-16 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
404529989,强烈推荐的一个公园，20元的门票太值了，景色好看，摆渡车和小火车坐着一路吹风赏景十分舒服。原本只在南宁停留一晚，无意搜到这个公园就在酒店附近，决定去逛逛，结果一行人都十分惊喜。,2025-06-15 发布点评,贵州,5.0,5.0,5.0,0,0,家庭亲子,0,未知
264166434,非常好玩的，植物园那里也很好，北门或者是东门，跟朋友一起去玩，看看花花草草，青秀山是南宁最大的公园，门票也不贵，还可以去观音寺庙那里上香,2025-05-14 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
686836884,感觉是这次广西之行最值得去的地方，三月份，到处都鸟语花香，正是赏花的季节，感觉整个人都放松下来了，坐观光车也很舒服，香气扑鼻，价格也不贵,2025-04-16 发布点评,广东,5.0,5.0,5.0,0,0,单独旅行,0,未知
213835304,"大自然的治愈, 在青秀山不经意流露, 每一步皆风景，绿意盎然青秀山，鸟语花香伴我行。🌳青秀山色美如画，打卡留念不虚行。什么时候去都有美景。",2025-04-06 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
247081854,整个青秀山真的太大了，从民族博物馆坐公交两个站就到，不过这个门一进去就是爬山，有点累人。里面植物多种多样，小朋友喜欢得不行。还会再来哒。,2025-03-07 发布点评,四川,5.0,5.0,5.0,0,0,家庭亲子,0,未知
64434270,很大的灯会，里面灯的布置很有特点，整体很庞大，一个晚上游览不完，就是春节期间人非常多，一路被人流推着往前移动，没办法沉浸的欣赏灯会的美景,2025-02-10 发布点评,浙江,5.0,5.0,5.0,0,0,家庭亲子,0,未知
161974701,网上购票很方便，提前一天购买还能优惠，青秀山景区北门还有行李寄存柜，空间还是挺大的，小箱5元，大箱10元，景区面积也比较大，适合一天出游,2025-02-04 发布点评,海南,5.0,5.0,5.0,0,0,单独旅行,0,未知
530412,青秀山真的真的好棒，二十元门票（小朋友还半价）一天根本玩不完，要不是时间不够，真想看了等会再走。最喜欢叶子花园和莫奈花园，非常适合拍照。,2025-02-02 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
3900870,方便，景色很美。特别是千年的苏铁林很震撼，有很多上千年的铁树。站在塔的九层看南宁的景色很美，最好是乘公园的交通，要不是有点费脚和费腿的，,2025-01-19 发布点评,四川,5.0,5.0,5.0,0,0,家庭亲子,0,未知
107013,特别棒，里面超级大，不知道晚上7点后可以开车进去，早知道自己开车了，环境优美，一步一景，景色很靓。就是电瓶车下班有点早，晚了得走路了。。,2024-07-28 发布点评,广东,5.0,4.0,5.0,0,0,家庭亲子,0,未知
157179928,5A景点门票是良心价的，主要看植物，天气好的话风景很美。里面很大，需要坐观光车或小火车，每次5-10元，也算便宜的。南宁第一推荐的旅游点,2024-02-22 发布点评,广西,5.0,4.0,5.0,0,0,家庭亲子,0,未知
890103,风景优美，值得去,2023-10-18 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
460072846,事情过去这么久了才来评价，真心挺好的价格实惠，风景优美，如果假期很短，这里可以开心体验大自然的美好，这里是您来南宁必到的打卡点之一哦👍,2023-09-03 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
1400936,非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮,2022-11-16 发布点评,湖南,5.0,5.0,5.0,0,0,,0,未知
59355492,青秀山来过很多次了。每次都有新印象。很干净，很美，很绿。空气新鲜。无论白天来，傍晚来，晚上来都有景色，都有不同体验，推荐大家来体验一下。,2022-10-26 发布点评,北京,5.0,5.0,5.0,0,0,家庭亲子,0,未知
8637875,南宁邕江畔的大公园，非常适合当地人闲逛游览。有龙象塔、苏铁园、友谊长廊等人造景观，可以坐南宁地铁3号线前往。建议游览园区时间为2-3小时左右，也可以乘坐园内小火车、观光车游览。,2021-08-05 发布点评,,5.0,4.0,5.0,0,0,家庭亲子,0,未知
243585719,非常值得看，价格合理又便宜。强烈推荐！而且美女多，走一天都不腻，休闲的好去处，特别是花开的季节，兼职置身于花的世界！,2019-10-02 发布点评,,5.0,0.0,0.0,1,0,,0,未知
208274385,非常好玩，空气好。适合各种旅游的人，山上有各种各样的景点，最喜欢的就是搭着里面的观光车和小火车走来走去，不次也要去。,2019-03-21 发布点评,,5.0,0.0,0.0,1,0,,0,未知
27379013,啊，青秀山好大呀，原来一共有三个门，5个区。有小火车，有观光车。今天年30，青秀山里面也有挺多人的。不过傍晚从青秀山出来打车挺困难的。,2026-02-16 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
197813235,风景优美，空气清新，适合亲子旅行，最喜欢萌生植物园，有放喷雾時仿佛进入仙境，还有兰园，莲花园等等每一个地方都会留下深刻的印象，下次再來,2025-05-19 发布点评,广西,5.0,5.0,4.0,0,0,家庭亲子,0,未知
474095740,3月底去的，返程休整，顺便去了一下，正是花期，樱花，叶子花 争奇斗艳，里面很大，可以逛一天，要是在南宁短暂停留，值得一去，很赞，非常推荐,2025-04-23 发布点评,青海,5.0,5.0,5.0,0,0,陪同父母,0,未知
85948028,喜欢植物的很值得去一次，多种多样，就是园区太大了如果不坐观光车走断腿，观光车10元一个人一次，中途不可以下车，整体来说还是值得去一次的,2025-04-11 发布点评,广西,5.0,4.0,4.0,0,0,家庭亲子,0,未知
1698208,青秀山景色优美，非常值得一游的超大景点，需要大半天才能游完，建议分段乘坐景交车（每次5元车票）游览，在观音禅寺、龙象塔站点有餐饮馆子。,2025-04-05 发布点评,北京,5.0,4.0,5.0,0,0,情侣夫妻,0,未知
31229519,南宁b区的景点之一，里面非常大。各种植物茂盛，很漂亮，天然的氧吧。观光车5块钱一位，大家记得一定要多买几张，这个票不管坐几站都是5块。,2025-04-04 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
113346442,公园很大，需要电瓶观光车和小火车代步，对兰园印象最深，各种品种的兰花很多，尤其是用蝴蝶兰搭建的一个大孔雀很漂亮，在黄花风铃中穿行，很美,2025-03-28 发布点评,上海,5.0,5.0,5.0,0,0,朋友出游,0,未知
155560183,非常好，非常值得去，非常喜欢，不愧是南宁必去榜第一，建议有时间多停留，很多的惊喜和快乐，非常值得的一次旅行体验，希望尽快再去一趟，开心,2025-03-28 发布点评,广东,5.0,5.0,5.0,0,0,陪同父母,0,未知
7390855,太美了，真没想到南宁市区里还隐藏着这么大而漂亮的公园，而且门票也太便宜了，性价比超高，非常值得一游，下次来一定会再来，值得一刷二刷三刷,2025-03-17 发布点评,海南,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
260743292,景区内五元一次的观光车，真是良心价了。走一走，看一看，吸吸氧气，神清气爽。然后在福禄记嗦个老友粉，嘿，甭提多得劲儿了。走累了就歇一歇。,2025-02-07 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
27036208,国庆期间白天游过青秀山了，几十块钱的门票感觉很值。这次专门来夜游青秀山，遇到了春节灯会，原本觉得48元门票比白天贵了太多，但游过后，发现花灯很美，往返小火车免费，还是挺值的。,2025-02-06 发布点评,广东,4.0,4.0,4.0,0,0,家庭亲子,0,未知
23692681,核心区的兰科植物非常好看，其中的荫生植物园最好看，山上主要是热带雨林，棕榈林和苏铁林，最好不要摸苏铁，刺儿不是一般的扎手，亲测十分危险,2025-01-13 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
30648110,很棒的公园，里面景色优美，可以逛上一天(๑•̀ㅂ•́)و✧本以为它是山，结果没看到山，你以为它不是山，结果爬坡的时候爬的累死(ಥ_ಥ),2024-11-05 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
85391965,青秀山太美了，再来玩一次，夜景更美。那快大草坪，太爱了。景区管理服务都很好，点赞。景区的小交通，很便宜的，真的为人民服务的。下次再来！,2024-11-01 发布点评,江苏,5.0,5.0,5.0,0,0,单独旅行,0,未知
602361913,很美，很舒服！尤其喜欢阴生植物园，凉快避暑，出雾气的时候巨漂亮！山顶寺庙旁边有咖啡店，出餐很快，价格在二十多元，配上这个景色，很惬意。,2024-06-12 发布点评,湖南,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
583048,环境很好，门票也便宜。里面游玩的景点很多，一个上午逛不完。只去了寺庙一带。春节时候，春节气氛很浓厚，有迎春花的展览，还有植物科普等活动,2024-02-17 发布点评,广东,5.0,5.0,5.0,0,0,家庭亲子,0,未知
276548728,不错不错哈哈不错不错哈哈不错不错哈哈不错不错哈哈不错不错哈哈不错不错哈哈不错不错哈哈不错不错哈哈不错不错哈哈不错不错哈哈不错不错哈哈吴,2022-09-14 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
40251545,青秀山是南宁的一张名片，南宁的绿肺，公园很大，各种花卉植物繁多，环境好，空气好，可以逛一整天，还可以露营，门票才15块，性价比非常高！,2021-08-01 发布点评,,5.0,5.0,5.0,0,0,,0,未知
264665969,好玩！一天未玩完下次还去。只玩了一半，还有一半多没玩。,2021-04-12 发布点评,,5.0,5.0,5.0,0,0,,0,未知
152638853,到南宁一定要去的公园。18门票吧，你想象不到的大，最好早点去，根本逛不完，景色优美性价比超高！,2020-08-12 发布点评,,5.0,5.0,5.0,0,0,,0,未知
161965120,南宁市的青秀山已经是第二次来游玩了，极好！喜欢徒步的更是一个好去处。我们是坐车上去苏铁站然后一路走的，如果有时间可以一路走，空气特好。,2019-11-07 发布点评,,5.0,0.0,0.0,0,0,,0,未知
158308434,我见过性价比最高的5A景点！一定要上龙象塔九层看南宁全景一定要去去贴钻摸一摸苏铁王一定要买电瓶车票 不然一定走得腿断,2019-11-06 发布点评,,5.0,0.0,0.0,1,0,,0,未知
8553066,景色秀丽，门票还便宜，真是旅游的好去处，不差钱的话建议买个随便坐电瓶车的票，徒步的话实在是累，里面很多好地方都得走,2019-10-14 发布点评,,5.0,0.0,0.0,1,0,,0,未知
48855772,很不错的选择，虽然天气热，但里面一点都不热，而且风景如画，不愧为南宁的名片，带着父母和孩子一起去的，大家都赞不绝口,2019-08-11 发布点评,,5.0,0.0,0.0,1,0,,0,未知
27379013,青秀山里面好大呀，今天年初一去看灯会。4点之前去买票的。西门只买了观光车票，要倒到北门，再从北门换小火车。排了好长时间队，人好多呀。,2026-02-17 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
477140169,青秀山是我去过，性价比最高，最美最漂亮的5A级景区，真的值得二刷三刷，可惜这次出差时间有限，只去了一小部分地方，下次有机会一定还会去的。我太喜欢这里了，天气好的时候就更美了,2025-12-21 发布点评,重庆,5.0,5.0,5.0,0,0,单独旅行,0,未知
297600025,青秀山环境优雅 最近举行了菊花展，风景怡人里面的工作人员服务态度好，拾金不昧，我在里面把包丢了，服务人员用最快的时间帮我找到，感谢🙏,2025-12-19 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
508012424,青秀山景区真的很美！2个小时只转了东门那里的景区，西门和北门都没来得及转,2025-12-01 发布点评,广西,5.0,5.0,5.0,1,0,情侣夫妻,0,未知
216787520,观光车非常方便，票价设置的也很合理，比一价全含的那种实惠，环境很干净，空气清新，满目绿色非常养眼。人也不算多，遛遛弯赏赏景的好去处。,2025-11-10 发布点评,北京,5.0,5.0,5.0,0,0,陪同父母,0,未知
1144719,不错，植被和景色都挺好，价格主打一个合理。就是观光车一上一下就得付一次费有点可惜，虽然观光车一次五块，架不住要上下四五次啊，哈哈哈哈,2025-05-26 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
327106163,初一去好多人，每次去都是直接坐车上去烧香，又坐车下来了。好喜欢坐车吹山风，很舒服。真是城市中的绿肺，周末休息去走走，整个人都精神多了,2025-05-01 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
320238210,新春灯会有好多花灯，还有打铁花、火壶等表演，小朋友们玩得特别开心。最开心的是儿童乐园区的滑梯和穿越丛林，玩了一遍又一遍，都不想走了…,2025-04-26 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
17942783,就还好 尤其是莫奈花园那边很不错。过年期间去的 晚上好像是有灯光表演的，太大了逛不动了下午就走了。 白天去看 去走走路吸吸氧 看看花 就还蛮好的,2025-04-05 发布点评,河北,5.0,5.0,5.0,0,0,家庭亲子,0,未知
165656210,青秀山非常漂亮也特别大，一步一景使人流连忘返。内心深处的感受真实评价真好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,2025-04-04 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
29930111,青秀山很大，推荐要坐车，自己走太累了，景色很棒，儿童游乐设施也多，值得一去！春节的灯会，赶上最后一天打铁花，很好看很震撼，明年再来！,2025-03-30 发布点评,上海,5.0,5.0,5.0,0,0,家庭亲子,0,未知
232887594,5A级公园，的确不错。到处是热带植物。主题植物园有不少，各具特色，非常美！还有一些野生动物，如小松鼠。时间充裕可以在在园内玩一整天。,2025-03-18 发布点评,广东,5.0,4.0,5.0,0,0,情侣夫妻,0,未知
426261,属于植物园，有不同的景观设计，有意境，四季如春的感觉，整个园子很大，有不同的观光车开往不同的方向，价格不算贵，注意提示就行，值得推荐,2025-03-16 发布点评,海南,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
344759079,南宁青秀山2025年新春灯会内容丰富，花灯品种繁多，还有打铁花表演，还有水上飞人特技火壶表演，我和我老公，儿子，儿媳看到晚上了很开心,2025-02-20 发布点评,陕西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
704143,很不错的公园比较费脚，公园很大，景色很漂亮春节期间有百花展览，各种花草树木，春意盎然景区就是坐车不太方便，是坐车一次收费一次，太大了,2025-02-02 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
166736470,青秀山太棒了，既保持了原始生态，又有人工景点，搭配合理，山不高，走路不累，景区小火车，电瓶车都方便。景色宜人，灯展大气。来南宁首选。,2025-01-24 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
77437815,可以不错 景区很大交通便捷 很出片 下次可以再来性价比非常高 不错 各种出片景区管理也很棒 里面交通车方便实惠快捷一天都逛不完 是最值得的5a景区,2025-01-11 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
420033359,我和朋友去的时候在下午，青秀山超级大，拍照很出片!我和朋友一起去玩很开心！就是吃的地方有点少，园子大到我们走到饿哈哈哈哈园子里植物种类多多！超级值得一去！春天去一定更漂亮！,2024-11-30 发布点评,四川,5.0,5.0,5.0,0,0,朋友出游,0,未知
40774474,公园比较大，景点也比较多，很适合到处拍拍照打打卡，总体是十分值得游玩。周末的人比较多，如若小朋友或长者还是建议可以乘坐车辆比较方便。,2024-10-22 发布点评,山东,5.0,5.0,5.0,0,0,单独旅行,0,未知
638039719,景色优美，荫生植物园，热门打卡，值得一拍！门票也很亲民，里面景区也很大，如果走累了可以花上5元坐观光车，有3条路线，有的线路不一样哦,2024-08-27 发布点评,湖北,5.0,5.0,5.0,0,0,家庭亲子,0,未知
635088466,山青水绿，很适合带小朋友来打卡，里面树木很茂盛，也不会很晒，动植物也很多，还有个昆虫小课堂，常见的昆虫标本，植物，都很值得去了解一下,2024-08-11 发布点评,广东,5.0,5.0,5.0,0,0,陪同父母,0,未知
6846491,跟刚才的评论一样。非常推荐，整体效果不错，春节期间有灯展，晚上五点钟以后入园又是另一番景象。建议下午两三点钟进去，转到五点钟看灯展。,2024-02-16 发布点评,泰国,5.0,5.0,5.0,0,0,家庭亲子,0,未知
44268712,景色不错，总体超赞，有趣好玩，性价比高，说实话，20块的门票，真的很便宜，风景秀丽，很有诗情画意，还能了解一下东盟博览会的文化，值得,2021-03-10 发布点评,,5.0,5.0,5.0,0,0,朋友出游,0,未知
75159074,景区很大，5A级景区，里面的植物真不错，大开眼界，山里很凉爽，空气清新。坐电瓶车游览很方便。住在西门附近，出来了打车坐地铁都很方便。,2019-10-31 发布点评,,5.0,0.0,0.0,0,0,,0,未知
235621143,这是我见过最实惠的市内景点，环境非常好，而且观光车也特别方便，不愧被评为南宁的肺，小猴子玩的很开心。有机会再去！,2019-08-15 发布点评,,5.0,0.0,0.0,1,0,,0,未知
1304748,非常好的旅游景点和游玩体验，有热带雨林，草坪，最喜欢的还是有一段古道，非常适合背包客穿行，基本没有普通游人经过。,2019-06-06 发布点评,,5.0,0.0,0.0,1,0,,0,未知
227098591,非常好景区，价格性价比高，环境非常好，植被物种丰富，可转的地方很多，可惜没时间去了，以后时间富裕的话，再去看看。,2019-05-31 发布点评,,5.0,0.0,0.0,1,0,,0,未知
205880479,青秀山5A级景区，里面挺大的，一天都逛不完，这个门票价格相当实惠。下次来南宁，还会再来一次。,2019-05-14 发布点评,,5.0,0.0,0.0,2,0,,0,未知
2709544,南宁很多人都去玩的地方，值得一游，妈妈很喜欢缓步而行，慢慢的走慢慢的看，总能发现她喜欢的植物,2019-05-04 发布点评,,5.0,0.0,0.0,2,0,,0,未知
66527992,昨天去晚了，只去了东门，今天特意去北门，真的特别热带雨林风貌，空气很好、气温适宜，美滋滋，特别干净秀丽！一定要坐小车车不然会累死！,2026-03-06 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
158798129,太值得去了， 5A级景区门票才20块钱，各种风光都有，雨林风光啊，竹林呐，池塘各种花。在这里空气特别清新，是天然氧吧，花儿特别美丽。,2026-02-08 发布点评,北京,5.0,5.0,5.0,0,0,朋友出游,0,未知
42047660,值得一去。,2025-10-28 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
22078327,跟朋友一起去的，青秀区很大，大家可以网上看下攻略，如果只去一天，可以选择玩几处比较经典的地方，还是很值得一去的！！！！！！！！！！,2025-05-04 发布点评,湖北,5.0,5.0,5.0,0,0,朋友出游,0,未知
214062027,很值得带孩子去，大的逛不完，也适合一家老小去游玩，门票和景区游览车价格很感人，已经推荐给身边的朋友了，如果有机会还会带家人去一趟！,2025-04-04 发布点评,安徽,5.0,5.0,5.0,0,0,家庭亲子,0,未知
613668003,还是值得去的，景色很美，超级大，很大很大的，走路能累死你，找个景点都迷迷糊糊的，直接太大的，到处是路，你都能迷路，车费也便宜，5块拉上去，就是我没下对地方，得研究研究路线,2025-04-01 发布点评,广西,5.0,3.0,4.0,0,0,朋友出游,0,未知
4855861,去的那天，阴雨，气温比较低，没等到元宵灯会就撤退了，有点遗憾。景区很大，靠小火车和游览车作为主交通工具，不便宜。丘石花园的郁金香没有想象的好。萌生植物园很有特色，值得看。,2025-03-30 发布点评,上海,5.0,4.0,5.0,0,0,其他出游,0,未知
299768293,整个景区很大，一定要规划好路线，几个大的区域都很值得一逛，现在花期拍照很好看。不要挑战自己，不要全程徒步，一到两段小火车比较合理。,2025-03-24 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
4428933,青秀山值得一游，很多本地人在休闲玩耍。坐观光车5元／次，可以快速打卡一圈。空气清新，面积很大，停车场很多位置，收费不贵。管理完善。,2024-11-30 发布点评,广东,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
252338331,很好非常棒很便宜，景区可以逛一天整整，里面氧气非常好，很值得下次再去。里面非常丰富有趣，很多可以游玩的很多一抱眼福的，还有很多设施,2024-11-01 发布点评,广西,5.0,5.0,5.0,0,0,其他出游,0,未知
264590930,以为不大一个景点，游了才知道，我5个小时才出来，真的不错呦，叶子公园很多花很美，竹林好看，苏铁树珍惜，五谷丰登等等，好多可看之处。,2024-10-30 发布点评,湖南,5.0,5.0,5.0,0,0,单独旅行,0,未知
15525679,感觉是国内最值得去的5A景区之一，良心票价，物超所值，带小孩来玩的不二选择。里面植物的种类非常的多，造型也非常有特色，拍照很出片。,2024-08-15 发布点评,甘肃,5.0,5.0,5.0,0,0,家庭亲子,0,未知
624322841,很好的一次游玩，除了热，别的都没毛病，环境非常优美，大自然的原始感觉，氧离子爆棚，推荐大家都来玩玩，建议大家带小孩的来玩要全程缆车,2024-07-17 发布点评,河北,5.0,5.0,5.0,0,1,家庭亲子,0,未知
267470188,青秀山不愧是南宁的首推景点，尤其说是一个城市公园，倒不如说是一个大型植物园，园区分为好多部份，认真逛的话一天都逛不完，工作日去的很爽，从北门近马上就能打到网红荫生植物园，好多小姐姐在排队拍照,2024-06-02 发布点评,广东,5.0,5.0,5.0,1,0,朋友出游,0,未知
460759723,超级值得打卡的地方！漂亮！空气超级清新！性价比很高！里面需要做观光车人可以轻松一些哦！如果喜欢步行的可以走走停停！不过里面很大哦，,2024-05-20 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
26603568,灯光秀非常的好看，只有在春节这段时间才有，非常壮观，非常壮观，青秀山的景色也特别的优美，可以玩上一整天的时间，特别适合全家人的旅行,2024-02-10 发布点评,广东,5.0,5.0,5.0,0,0,家庭亲子,0,未知
81977513,青秀山还挺大的，半天时间最短了，去的时候下雨了，听说不然晚上能看灯，园里的空气质量真的不错，有时间走走，有山有水，还有小动物可以看,2023-12-19 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
211470951,青秀山绝对值得，对于北方人来说，简直打开了植物新世界的大门，绝大多数植物都没有见过。门票便宜，观光车也很便宜。,2023-11-17 发布点评,河北,5.0,5.0,5.0,1,0,家庭亲子,0,未知
219052504,挺多花花草草的，很漂亮，这几天刚好桃花谷的花开了，非常的好看，适合春游，和朋友踏青游玩，休闲散步，空气也是比较好，植物种类也蛮多的,2023-02-28 发布点评,广西,5.0,4.0,4.0,0,0,单独旅行,0,未知
355570637,下午去的，快十二月了都还有点热，景点之间有的远有的近，远的不坐观光车走的是真的累，建议看好地图吧。苏铁园我开始还以为是某个私家园林就很尴尬…观景台不错，看到大部分城市主体,2021-11-28 发布点评,,5.0,3.0,5.0,0,0,单独旅行,0,未知
172309870,地方感觉一般般吧！不过人还真的不少，感觉南宁当地人前往的也不少哦！可能是因为市里面景点不多的关系，可以分桃花岛和樱花园两条线路玩！,2021-02-20 发布点评,,4.0,4.0,4.0,0,0,,0,未知
5230357,钟天地灵气，布置得非常好，还经常有些展览，这次碰上郁金香展，长见识啦……其中布置的雕塑，假山，亭台，走廊也各具特色，提现东盟气氛！,2020-02-18 发布点评,,0.0,0.0,0.0,0,0,,0,未知
1369462,青秀山景区很大，建议买通票观光车，可以随时在站点上下游览，挺好的，景色怡人，空气清新，走走停停，不要刻意去做什么，只身在其中即可。,2019-10-18 发布点评,,5.0,0.0,0.0,0,0,,0,未知
480585,非常漂亮的一个地方，绝对超值！如果里面全部景点都徒步走一遍，一天都不一定走得完，因为每一个景点你都会驻足观赏。,2019-10-04 发布点评,,5.0,0.0,0.0,1,0,,0,未知
182386511,个人认为青秀山是南宁最值得去的景区啦，景区有着各种花卉绿植，美不胜收，在春节期间还有灯会和打铁花等演出，性价比高，我们连续打卡。,2026-02-19 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
535850303,小雨转阴天，很适合家人老人一起来吸氧，对孩子来说没啥意思。看看小动物喂喂兔子还行。大人喜欢自然的，喜欢徒步的，爱看字画的可以试试，游览个一俩小时差不多了。我是wmls！,2026-02-09 发布点评,广西,5.0,4.0,5.0,0,0,单独旅行,0,未知
559206707,很值得去的地方，尤其是爬上龙象塔，360度俯瞰这个城市时，太美了。对了，龙象塔下午5点就关塔门了哦，大家要去的话不要错过时间呐。,2025-12-16 发布点评,广西,5.0,5.0,5.0,0,0,其他出游,0,未知
20718446,来了南宁一定要去玩一下青秀山，不愧是5A，票价20也太香了吧，一天逛不完的，白天晚上的景致也不一样，我想春天来的话肯定没得犯罪了,2025-08-10 发布点评,重庆,5.0,5.0,5.0,0,0,家庭亲子,0,未知
13645585,门票便宜，拍照打卡还是不错的，还有一个儿童玩的广场有攀爬项目，雅玩的挺开心的，就是小火车沿途下来后再上车需要二次购票，有点懵……,2025-07-09 发布点评,江苏,5.0,5.0,5.0,0,0,家庭亲子,0,未知
39486850,景色特别美啊 南宁必打卡拍，非常精美的花园，门票20¥，物有所值。里面的园区很大，各种花园，需要做电瓶车，还可以在公园看南宁全景。,2024-06-03 发布点评,北京,5.0,5.0,5.0,0,0,家庭亲子,0,未知
333928099,青秀山超级好玩超级大，不过还是建议大家坐小火车因为真的太大了，记得一定要在小红车和观光车运营结束前去坐不然离出口太远真的会走死的,2024-05-18 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
44479300,个人觉得风景还是很不错的就是南宁冬天天黑的有点早呢，六点半几乎就全黑了，想来玩的朋友冬季建议下午两三点就来园区很大不然根本转不完,2024-01-03 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
1400936,非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮值得一去值得一去值得一去值得一去值得一去值得一去,2023-09-08 发布点评,广东,5.0,5.0,5.0,0,0,朋友出游,0,未知
1400936,非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮值得一去值得一去值得一去值得一去值得一去值得一去值得一去值得一去,2023-05-20 发布点评,广东,5.0,5.0,5.0,0,0,,0,未知
45251198,池塘那边有点苏式园林的感觉，青秀山面积很大 可以逛上一整天，带上小零食，露营也不错，里边可以乘坐观光车，热带雨林处感觉也不错，这里面空气很好，寺庙后面的石阶偶遇一条小青蛇,2023-01-28 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
5580069,对得起5A！首先，停车很方便；其次，园区真的好大且风景不错；再次，卫生间都非常干净且提供卫生纸！从来没见过别的景区有这么好条件！,2023-01-26 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
