用户ID,评论文本,发布时间标签,IP属地,景色评分,趣味评分,性价比评分,赞同数,收藏数,出行类型,评论星级
585139,很不错的5A旅游景点，规模较大，天然的氧吧，环境优美，空气清新，有山有水，门票只要20元，性价比相当高，有机会还会再去的。,2023-12-24 发布点评,福建,5.0,5.0,5.0,0,0,单独旅行,0
231873508,在市区5A级旅游景点里属于山的应该是全国第一，性价比较高，门票只要20元，天然的氧吧，绿树成荫，还有很多东南亚的花草树木。,2023-12-20 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0
32048106,青秀山是南宁市的5A景区，美轮美奂。东门花园多（莫奈花园，水生花园，叶子花园），北门附近有兰园和荫生植物园，西门地铁方便。,2023-11-12 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0
540521111,值得一看，景色优美，休闲好去处，如果是早上早点去最好，我们去的晚了点，有点热，有些地方没有走到，没有多余时间多看看，多拍照,2023-08-05 发布点评,湖南,5.0,5.0,5.0,0,0,,0
183395500,很多各式各样没见过的植物，整个的面积真的太大了，脚丫子都要走烂了，一下午只逛了一小部分。推荐坐游览车不然逛一遍真的很累很累,2023-05-20 发布点评,广东,5.0,5.0,5.0,0,0,单独旅行,0
200696936,景色超级不错，植物很多！就是感觉有一点，观光车服务人员一点也不负责！！！！！！！！！！！！！！！！！！！！！！！！！！！！,2023-04-27 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0
337483022,空气很好，花花草草都很漂亮，跟女朋友去散步，还有小动物，青秀山比以前多了很多好玩的，以后外地有同事过来也会推荐到青秀山逛逛,2023-04-10 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0
190560777,南宁青秀山风景美，名贵花很多，造型设计很漂亮，观赏价值很高。树林茂密，空气清新，是一个天然氧吧。桃花岛满山遍野桃花树，二月满山开满了桃花，我们简直进入了世外桃源。,2023-03-27 发布点评,广西,5.0,5.0,5.0,0,0,其他出游,0
57993600,风景很好，花也漂亮。气候适中。建议带老人和小孩的游客，一定要买观光车票。景区实在太大。樱花灯会有点小失望。晚上路灯不太亮。,2023-01-30 发布点评,江苏,5.0,5.0,5.0,0,0,朋友出游,0
24791064,陪伴妈妈去她很多年以前心心念念都很想去的南宁青秀山公园玩了一下午。她很开心。我也很开心。我以后一定要尽快还完债和车贷，努力赚钱一路开车带妈妈去玩更多更好玩更好看的地方去都逛一遍！！！,2021-09-27 发布点评,,5.0,5.0,5.0,1,0,家庭亲子,0
88528543,这里有性价比最好的电瓶车服务和一流的自行车骑行道。山腰上的室内兰花展区也非常赞。树茂景美，路上遇到徒步锻炼的人很少。赞叹。,2021-06-06 发布点评,,5.0,5.0,5.0,0,0,单独旅行,0
66344996,南宁就这一个地方能玩了，几天都转不过来，非常大，景色很美，里面的植被非常丰富，可以说是目前为止见过最多的了，花花草草很漂亮,2020-09-22 发布点评,,5.0,5.0,5.0,0,0,,0
216915496,这里风景优美秀丽，空气清新自然。交通便利。,2019-07-03 发布点评,,5.0,5.0,5.0,0,0,,0
11531413,非常完美很好玩，就是吃的地方太少了非常尴尬，找不到地方买吃的差点饿晕了哈哈啊哈，还好自己带了干粮哈哈哈,2019-06-07 发布点评,,5.0,0.0,0.0,1,0,,0
60304878,孩子参加完国际象棋大师赛后放松游玩的地方，相较于若干年前变化已经非常大了，依然选择去了庙宇上香静心。所有景点设施都非常完善，就是门口和景区内售卖商品和食品的店铺还是会非常的凌乱，体验感不好，价格混乱垃圾没有及时清理卫生不佳。,2026-03-01 发布点评,广东,5.0,5.0,5.0,0,0,家庭亲子,0
68857597,春节期间青秀山人山人海，周边停车很难，我们在当地朋友的指引下，停在了附近的铂丽菲酒店地下停车场，走过去还算方便。青秀山风光还不错，有兰园、观音寺等，里边坐电瓶车、小火车价格都很实惠，当地的市民也习惯到这里观光休闲。,2026-02-26 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0
312329238,踏入青秀山，仿佛闯入了一片绚烂的花之国度。正值“瓦来来”赏花季，这里化身为一片花的海洋，90多个品种、超过24万盆的花卉竞相绽放，构成了一幅令人叹为观止的春日画卷。尤其那12万株郁金香，红的热烈、粉的温柔、黄的明媚，顺着坡地起伏，依着山石错落，与大花飞燕草、紫罗兰交织成五彩斑斓的锦缎。漫步其间，空气中弥漫着甜美的花香，耳边是游人此起彼伏的惊叹与快门声。无论是依山而植的壮阔花海，还是点缀其间、寓意吉祥的园林小品，都让人深刻感受到春天的生命力与南宁这座城市对美的极致追求，是一场不容错过的视觉盛宴。,2026-02-25 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0
75676027,超出预期的美景。过年人很多，但仍然觉得风景很美。每个园区都打造得很别致。审美在线，创意十足。莫奈花园还原度超95%！小火车作为园区内交通工具，班次和服务是跟上的，但建议价格可以调整一下。如果是游乐项目，无可厚非，但是作为交通工具，建议推出多次联票。,2026-02-23 发布点评,河北,5.0,5.0,5.0,0,0,家庭亲子,0
61525210,南宁必打卡的5A景区，性价比超高！门票只要20元，就能逛遍超大森林公园、龙象塔、天池、雨林大观，空气清新，满眼绿意，是名副其实的“城市氧吧”。龙象塔登顶能俯瞰邕江和南宁全景，视野超棒；雨林大观有仙气水雾，拍照很出片；观音禅寺香火很旺，氛围安静祥和。园区很大，建议半天起步，慢慢逛很治愈。交通方便，地铁直达东门，整体干净整洁，维护得很好。不管是本地休闲、外地旅游、亲子散步还是拍照打卡都很合适，来南宁一定要来青秀山！,2026-02-22 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0
182386511,青秀山是南宁最值得去的景区啦，景区有着各种花卉绿植，美不胜收，在春节期间还有灯会和打铁花等演出，性价比高，我们连续打卡。,2026-02-19 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0
102632253,真的是好美，也真的是好大。初一晚上来青秀山真是一言难尽，景色太美，花品种太多，灯会太隆重，人太多……第一次见这么壮观的灯会，不愧是央视新闻报道的灯会。建议大家有选择性地逛逛，不要贪多，因为真的走不完。,2026-02-19 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0
99300015,灯很好看，就是走路🚶太长了，累！如果景区有巡游车就好了。还有就是景区吃的不丰富，大家来玩，必然是要有吃有玩，才尽兴啊！,2026-02-14 发布点评,广西,5.0,5.0,4.0,0,0,朋友出游,0
103772672,不用说，来南宁第一时间要来青秀山，这里的位置，规划，卫生，景色等等等，都配得上5a，在里面游逛，心旷神怡，很舒服，由于景区确实太大，联系分两天进去，北门进，精华比较多，门口有大型停车场，晚上再去夜市，体验南宁夜生活哈哈,2026-02-04 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0
25165821,青秀山公园虽然是冬季，仍然是花的海洋，天气一般，但是周中人不算多，公园里面很多旅拍服务的，10元一张电子版我觉得还是值得，比手机拍照效果好很多，现在叶子花园的叶子花最美，从东门一进来就是了，本来还想坐小火车去看菊展，结果工作人员说上周日刚刚结束撤展，也就没有在跑过去看。还是很推荐来拍照打卡的。,2026-01-21 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0
33329538,这是最便宜的5A景区了吧，真的去了三天，公园很大很美带着父母慢慢逛，每天从不同的门进，非常适合闲适漫步，景区东门卖小食的还多一点，其他门比较少，自己带点吃食随处可休息补充体力，每天阳光灿烂感觉人生美满😁,2026-01-18 发布点评,重庆,5.0,5.0,5.0,0,0,陪同父母,0
196303975,强烈安利这个宝藏景区！山水相依，风光旖旎，每一处景致都让人驻足流连。游览路线顺畅，沿途有休息区，十分贴心。工作人员服务周到，安保措施到位。景区整体干净整洁，生态环境绝佳。无论是和家人同行还是好友结伴，都很合适，既能观赏美景，又能感受自然气息，绝对是一次难忘的出游体验！,2026-01-02 发布点评,河北,5.0,5.0,5.0,0,0,朋友出游,0
196303975,强烈安利这个宝藏景区！山水相依，风光旖旎，每一处景致都让人驻足流连。游览路线顺畅，沿途有休息区，十分贴心。工作人员服务周到，安保措施到位。景区整体干净整洁，生态环境绝佳。无论是和家人同行还是好友结伴，都很合适，既能观赏美景，又能感受自然气息，绝对是一次难忘的出游体验！,2026-01-02 发布点评,河北,5.0,5.0,5.0,0,0,朋友出游,0
3054570,不错，园区很大，花海很好看，不能理解的是为什么游览车只能坐一次，下去了就不能再坐了，途中那么少景点只能选一个下车，再上车就需要再花10块钱，像坐公交一样，很不合理，估计像这种收费如果把所有景点逛完一个人需要两三百块钱游览车的费用吧，景点很好，游览车大大减分了,2025-12-28 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0
713869719,门票20元，很超值，风景很美，一年四季都有不同季节的鲜花，布置很美，拍照打卡都很出片，有各种代步车可选择，满足老人、小孩步行的困难，也有小朋友娱乐的地方，有年轻人喜欢的徒步登山和露营，景区干净，休息地方也多。,2025-12-15 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0
17931544,四季常绿，山水相宜，质优价廉，惠及众生！,2025-12-06 发布点评,广西,5.0,5.0,5.0,0,0,,0
738298821,如今已是小雪时节，可刺梧桐树依旧舒展着苍翠的枝叶，木槿花更似燃着簇簇浅艳，开得热烈烂漫。这般温润和煦的气息，滋养万物的生机从未停歇，原是这南方炎洲之地，独得雨露的格外偏爱，才让冬日也透着这般别样的暖意。,2025-11-22 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0
121483053,青秀山位于广西南宁市青秀区凤岭南路，是南宁市的核心景区之一，也是国家5A级旅游景区和自治区级风景名胜区。景区占地面积约13.54平方公里，主峰海拔289米，以“山不高而秀，水不深而清”著称，森林覆盖率高达98%，被誉为“南宁市的绿肺”。 自然景观： 青秀山拥有丰富的植物资源，近万种植物在这里生长，其中千年苏铁园是重要的景点之一。苏铁保护团队成功繁育了几万株苏铁后代，并实现了苏铁的野外回归。其他特色植物景观包括兰园、叶子花园、樱花园、黄花风铃园和水生花园等，四季花开，各具特色。 人文景观： 青秀山承载着深厚的历史文化底蕴。龙象塔始建于明代万历年间，是青秀山的标志性建筑，重建后高60米，共九层。董泉、观音禅寺、水月禅院等景点也各具历史意义。王阳明曾在此留下“知行合一”的哲思，明代石刻“阳明先生过化之地”至今仍存。 旅游特色： 青秀山以赏花经济、夜游经济和文体经济为特色，提供丰富的旅游体验。游客可以在荫生植物园拍照打卡，参加夜花园活动，欣赏史前巨兽大恐龙模型。观音禅寺是全国唯一一座晚上也开放的寺庙，吸引了众多游客。环山秀坪是南宁最大的草坪，龙象塔则是俯瞰邕江和南宁城市风光的绝佳地点。 青秀山将自然生态与历史文化完美结合，是游客休闲、度假、观光的理想之地。,2025-11-07 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0
226961875,公园超级大 进去两三个小时感觉没逛多少 还是在不停坐车的情况下 景区里面的风景很不错 不过景区门票一次管三天 非常哇塞了 就是观光车是单程且一次性收费的 感觉多少有点不合理 要是像地铁那样 按站点收费就比较合理了~总之还是很不错的 推荐,2025-09-16 发布点评,广西,5.0,3.0,3.0,0,0,单独旅行,0
158198180,青秀山是南宁的国家 AAAAA 级景区，以南亚热带植物景观为特色，常年云雾缭绕，负氧离子浓度高，被誉为“城市绿肺”和“天然氧吧”。2024 年春节，它以国内名山热度 TOP10 第二名的成绩，超越泰山、庐山等传统名山，成为热门休闲目的地。山势清秀，松涛声阵阵，适合放松身心，是城市近郊的生态典范。,2025-08-30 发布点评,贵州,5.0,5.0,5.0,0,0,朋友出游,0
598728051,从正门进去，沿着石阶往上走，满眼都是郁郁葱葱的绿植，空气里满是草木的清香。走了没多久，就看到一处红墙黄瓦的建筑掩映在树丛中，这就是青秀山最有名的观音禅寺，它始建于北宋年间，算下来有近千年历史了，不过后来因为战乱等原因几经兴废，我们现在看到的是原址上重建的。寺庙不大，但布局很规整，山门、天王殿、大雄宝殿依次排开，香火很旺。站在寺前，听着晨钟暮鼓，看着香火缭绕中虔诚的香客，心里会不自觉地静下来。寺里供奉的观音像很有灵气，不少人来这里祈福许愿。,2025-08-24 发布点评,泰国,5.0,5.0,5.0,0,0,单独旅行,0
155033304,青秀山是真的值回票价，绿荫成林，如果不是七八月去，肯定很舒服。景区很大，一天逛不完，只能选择性地逛些喜欢的景点。景区有很多观光车接驳，都是单程，下车了再上车就要购票。这个费用可能会比门票高，具体看你选择的景点。总归是不错的，值得去。,2025-07-30 发布点评,广西,4.0,4.0,4.0,0,0,家庭亲子,0
72410967,自然景观优美：青秀山森林覆盖率达98%以上，负氧离子浓度高，是“城市绿肺”和天然氧吧。景区内有苏铁园、兰园、雨林大观等17个植物专类园，植物种类达9000多种，形成了如“半山半水半竹林”的竹园、山水花交相辉映的黄花风铃园等众多特色景观。,2025-07-16 发布点评,广东,5.0,5.0,5.0,0,0,家庭亲子,0
551149229,南宁市最值得一去的地方，也是全国上下最好的公园之一了，里面非常大，郁郁葱葱，植物繁多，阳光明媚，空气新鲜，已经去了很多次，每次到南宁都要故地重游，公园有几个大门，坐地铁过去最方便，到青秀山公园站下，出站就是大门。,2025-07-15 发布点评,江苏,5.0,5.0,5.0,0,0,其他出游,0
5258041,南宁，这座被誉为“绿城”的城市，以其独特的地理位置和气候条件，孕育了丰富多彩的美食文化和自然景观，而青秀山风景区，作为南宁市的标志性景点，更是集自然美景与人文风情于一身。它是来南宁游玩的游客必玩的一个景点，如果没有玩，那等于没有来过南宁。它本身就以其秀美的自然风光和丰富的文化底蕴吸引着无数游客的目光，这里山峦起伏，林木葱郁，空气清新宜人。,2025-07-09 发布点评,甘肃,5.0,5.0,5.0,0,0,家庭亲子,0
36613964,荫生植物园，满园的热带植物，氛围感十足！每隔15分钟会喷水雾，场景非常梦幻，观音禅寺出来后沿步道向前走，一路上都可以看南宁城市天际线，第三个观景台是拍照点，随后走到桃花岛坐观光车。完美的一次游玩体验。,2025-05-28 发布点评,湖南,5.0,5.0,5.0,0,0,单独旅行,0
7925757,一踏入园中，满眼尽是蓬勃生长的翠绿，大片大片的草地如同柔软的绿毯，从脚下绵延至视线尽头，绿得鲜亮、绿得深沉。各类树木错落有致地分布其中，有的枝繁叶茂，投下一片片浓荫；有的树形优美，枝条在微风中轻轻摇曳，仿佛在向游客们招手致意。花丛中，五颜六色的野花星星点点地点缀其间，红的似火，粉的像霞，白的如雪，在绿意的映衬下显得格外娇艳。孩子一到这里，瞬间就被这满目的生机吸引，迫不及待地奔向草地，兴奋地奔跑、跳跃、打滚儿，肆意释放着活力。父母们则在一旁的长椅上小憩，一边看着孩子嬉戏，一边享受着微风拂面，呼吸着清新的空气，满心都是惬意与满足，这满眼的绿色，无疑为亲子时光增添了几分宁静与温馨。,2025-05-05 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0
256455388,北门景点兰苑(园林景观，桂花园站下，太热我没去)绚烂花海(千日红花海，很适合拍照	→兰园	(兰花，有好几个品种)→荫生植物园(逢半点喷水雾，不大，网红打卡点，很多小姐姐在拍照，但看着一般，我技术也不好拍不好看)(我的青秀山之旅就到北门，今天天气很好，拍照很出片，就是太热了，小伙伴们说剩下的景点兴趣不大，就没继续，附近也没有吃的，只在北门看见KFC和一家粉店，KFC用餐后就撤退了)步行至北门沉香路，坐观光车2号至到观音禅寺站下车,2025-04-23 发布点评,广西,5.0,5.0,5.0,0,0,其他出游,0
256455388,东门景点	(一开始想着逛不完就只逛北门和	西门，忽略东门，还好有来，很出片)入园就能看见叶子花园(三角梅很漂亮，很适合拍照)→水生花园(美人蕉有点残了，远看还不错。有几条小径，很有绿野仙踪的意境→莫奈花园(在水生花园里往前走点，不用回大路上，现在没几朵睡莲了，水黄黄的，周围都是杂草，不怎么好看，虽然是网红打卡点但不推荐)→坐小火车3号到北门的桂花园站或者兰园站(这个上车点附近有那个三角梅花路，近看有点残，但远观还是挺好看的，很适合拍照去北区的小火车一定要坐，两个区距离很远，天气热坐着很凉爽,2025-04-23 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0
229475125,青秀山：南宁的璀璨明珠，自然与人文的完美交融 青秀山，不愧是南宁的一张亮丽名片，这次游览让我真切感受到了它无与伦比的魅力，绝对是一次令人难忘的旅行体验。 自然风光美轮美奂 踏入青秀山，仿佛走进了一个绿色的童话世界，这里山峦叠翠，林木葱郁，森林覆盖率极高，空气中弥漫着清新的草木香气，每一口呼吸都让人感觉身心愉悦，不愧是“城市绿肺”。景区内的植物种类繁多，千年苏铁园里的苏铁形态各异，仿佛在诉说着古老的故事；兰园更是如仙境一般，,2025-04-18 发布点评,陕西,5.0,5.0,5.0,0,0,朋友出游,0
44618505,太美了，青秀山！空气清新，树木葱茏，最喜欢恐龙🦕铁树开花，一路美景，一路吸氧，还有小火车加持。我们从西门进，地铁站下来步行100米就到：还有菊花🌼展，太大了我们采用沿中轴线游览，因下午回浙，只能匆匆一游，下次再来大美广西。再见！青秀山,2025-04-12 发布点评,山东,5.0,5.0,4.0,0,0,情侣夫妻,0
304870821,青秀山以其独特的自然风光和古朴的文化底蕴吸引着众多游客。山上有茂密的树林和绿草如茵的广场，游客可以爬山、散步或者在山脚下的公园休闲。山顶有一座观景台，登上观景台可以俯瞰整个南宁市区的美景，同时也是拍摄城市全景照的绝佳位置。,2025-04-02 发布点评,广东,5.0,5.0,5.0,0,0,单独旅行,0
20229693,这次入住酒店的体验真的超棒！前台办理入住时，工作人员态度亲切，还贴心帮我免费升级了房型，一进房间就感觉超惊喜。房间打扫得干净整洁，设施也很新，床又软又舒服。最让我感动的是，房间里备了四瓶饮用水，完全满足了我的日常需求。在住店期间，不管是询问旅游攻略还是需要额外的生活用品，工作人员都能快速响应，服务细致入微，真的让我有宾至如归的感觉，下次来这边还住这儿！,2025-03-30 发布点评,广东,5.0,5.0,5.0,0,0,朋友出游,0
27064424,这次广西之行的第一站就是青秀山、门票是提前一天在携程上预订的、提前一天定还有两元优惠、作为一个河北人、在2月份能看见蔓延的绿色、繁茂的绿植、和在北方只有在室内才能养护的植被、在这里处处都是、这个5A绝对名副其实、体验感一流,2025-03-03 发布点评,海南,5.0,5.0,5.0,0,0,朋友出游,0
204996854,20元门票价格的南宁市区代表性景点，基本上可以称为是南宁必去景点之一。景区分为中心，西，北，东四个大的区域，中心去是必去的，主要是龙象塔，铁树园等，面积不大，其他几个区域，最值得去的是北区，是个植物园，东区是灯会，晚上可以去，西区是革命文化区。,2025-02-02 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0
58551913,门票不贵，公园非常大，需要一整天的时间，我们放弃东门那边，坐公交从北门进，先去兰园和荫生植物园，荫生植物园每15分钟喷一次雾，每次喷90秒，然后按照路标往西走坐电瓶车到观音禅寺，参观完观音禅寺可以往桃花岛方向走去几个观景台看看，第三个观景台往下走是网红古今穿越，然后在观音禅寺继续坐电瓶车在环山秀坪下车，步行穿过环山秀坪到荷花池，有体力的可以去龙象塔，不是特别高，最后在步云门坐电瓶车出西门，西门外就有地铁了。,2024-12-06 发布点评,北京,5.0,5.0,5.0,0,0,陪同父母,0
149123779,青秀山景区真的是景如其名，整个景区都是浓密的大树覆盖，郁郁葱葱，苍翠欲滴。景区内空气清新，负氧离子浓度高，说它是南宁的绿肺，非常贴切。景区中还有湖泊，有壮族风格的建筑，进一步突出了景区的特色，提高了观赏性。,2024-11-25 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0
4869164,很大去的时候是八月份，其实并没有什么蚊子，但是去网上那个会喷雾的植物的时候的话就蚊子会比较多，总体感觉非常的好，门票其实相对来说也是比较便宜，这个5A景点还是很不错，很大很大小火车及观光车，他们的出发点是不一样，这是我们是从西门出发，最后的话还是得坐那个小火车才能回到西门小火车，可以在微信公众号上搜索***就可以买到小火车的门票了,2024-08-20 发布点评,广东,5.0,5.0,5.0,0,0,家庭亲子,0
160334536,对于一个花痴来说就是花痴的天堂，各种奇花异草，能做的就是拍拍拍，完全不想走了，尽管是高温酷暑，尽管汗如雨下，但是真的值了,2024-08-19 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0
22388613,到南宁一定要去的地方，占地很大，风景优美，节省时间与体力一定要选择景区交通。可惜时间紧迫还有未能逛的地方只能留给下次了。,2024-07-15 发布点评,山东,5.0,5.0,5.0,0,0,朋友出游,0
466690545,青秀山景区真的非常大，走下来一天很累，到景色优美，空气宜人，非常舒适，去的时候还赶上了等会，夜晚灯会很美，花灯种类很多。,2024-05-07 发布点评,北京,5.0,5.0,5.0,0,0,情侣夫妻,0
3910171,值得一去，风景优美，山也不高，不到300米，说是南宁的最高点，但是那天有雾，啥也没看见，眺望远处，都是白蒙蒙的一片，估计这雾和绵绵樱雨有关系桃花岛里桃树到处盛开，加上雾起缭绕，仿佛置身仙境中一般，拍照取景的人不少。到了青云山见识了这么多植物，今生第一次。也拍了许多照片，每个植物的介绍等，回去再慢慢细读离。到青秀山除了自驾车，交通也很方便。3号线地铁口就在青秀山的景区入口处不到50米。特别方便.虽然有戏多接驳车和小火车，但个人感觉，如果体力好的话，徒步可以欣赏到更多的美丽的景色。园中的十二生肖石雕，惟妙惟肖，生动有趣，不少小孩子在此玩耍。公园中还有一座广西抗日少年纪念碑。只知道广西是狼军，但不知道还有少年军一说，第一次听到，看到，还是觉得挺感动的。不管以什么理由，侵略者终究要被打败的，终究要被赶出去。山中还有一座观音寺，香火挺旺的，寺内烟雾加上雾气，也是一片雾蒙蒙的感觉。那天小学生特背多，估计是这学校里组织踏青的。唯一感到不足的是，山内有许多岔路，经常走走着，就不知道往哪里走了。虽然许多地方有地图显示你在哪里，但不够细致，有的看了也是一头雾水。游完整个青秀山，2万步打底。空气好，环景好,2024-03-17 发布点评,江苏,5.0,5.0,5.0,0,0,其他出游,0
5580069,青秀山很大，得玩好几次才能玩遍的。风景不错，路比较好走，爬山不高，挺好的。如果不想走路可以坐景交车，很多，不过人也很多。,2024-02-18 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0
89338924,景区名不虚传，真的是太大了，第一天徒步两万步，结果只走了三分之一，第二天徒步两万步，还是只走了另一个三分之一。虽然是冬天，但是景色还是很美，春天或秋天来，应该更美吧。强烈建议坐景区观光车，否则真的一天看不完景区所有打卡点。,2024-02-09 发布点评,浙江,5.0,5.0,5.0,0,0,家庭亲子,0
2749164,景区是真的大，还是需要坐坐小火车，观光车。冬季的青秀山带着点萧瑟感。累了躺大草坪上晒晒太阳很惬意。当然也别错过无畏咖啡。,2023-12-30 发布点评,广西,5.0,4.0,4.0,0,0,朋友出游,0
52224443,青秀山是植物的天堂，到处都是奇花异草，让人留恋忘返，特别是特有的苏铁非常奇特，最高年龄的苏铁王已经1360多年了，仍然完强的活着，可具其生命力有多么顽強，人类的生命与此相比较就太短暂了，所以我们要珍爱名种动植物，保护好各种动植物，给我们的后代留下一份珍贵的财富。,2023-04-08 发布点评,广西,5.0,3.0,4.0,0,0,单独旅行,0
154853810,青秀山的美景超乎想象 就像走进了花的海洋 流连忘返 虽然错过了樱花 可是看到了各种颜色的兰花 造型各异 叶子花开的正艳 各种造型 太美了,2023-03-25 发布点评,河北,5.0,5.0,5.0,0,0,朋友出游,0
314809486,和同学一起去的，早上6点刚开始营业就去了，去看日出，但是没选好日子，没等到日出😭，不过青秀山的风景还是很美很漂亮的啦！,2023-03-16 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0
5337055,春节期间人少景美，尤其是兰苑，各色兰花开的赏心夺目。就是门口观光车有点乱，完全没必要买整圈的，直接买到目的地的单程就行。,2023-01-27 发布点评,广西,5.0,4.0,5.0,0,0,家庭亲子,0
20546099,从冰天雪地的北京来到这温暖的南国，绿树成荫，鲜花盛开，走在路上，散发着阵阵桂花，香味鸟儿，欢唱鱼儿嬉戏，心中无比的喜悦！,2023-01-26 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0
49522705,第一次上青秀山是在1990年，好像是到朝阳广场坐班车上去的。那时候的感觉就像是到了外省远游一样。青秀山这三十年来变化真的太大了，随着城市的发展，青秀山已经被框在市内了。   青秀山公园还是不错的，休息日可以上去跑一跑，朋友小聚，大小团队活动都是很理想的场所。,2022-03-05 发布点评,,5.0,5.0,5.0,2,0,,0
37919236,天气好周末就去大草坪露营，带孩子玩穿行丛林，很好玩。地铁三号线也很方便，进去有巡回的游览车，开车去也很方便，有地下停车场,2021-11-15 发布点评,,5.0,5.0,5.0,0,0,,0
4190402,青秀山风景区包括凤凰岭，凤翼岭和青秀山，海拔高度八十二米至二百八十九米，气候宜人，奇山异卉，四季常开，总面积约4平方公里。古诗曰：“青山四时常不老，游子天崖觉***好，我携***上山来，山花片片迎***开。”在古代，青秀山已经是邕南著名的避暑游览胜地。,2021-06-25 发布点评,,5.0,5.0,5.0,0,0,朋友出游,0
4190402,青秀山风景区包括凤凰岭，凤翼岭和青秀山，海拔高度八十二米至二百八十九米，气候宜人，奇山异卉，四季常开，总面积约4平方公里。古诗曰：“青山四时常不老，游子天崖觉***好，我携***上山来，山花片片迎***开。”在古代，青秀山已经是邕南著名的避暑游览胜地。,2021-06-25 发布点评,,5.0,5.0,5.0,0,0,朋友出游,0
3942675,不愧是省会南宁重点打造的门面，太大了，太美了！数不清的热带珍惜植物看得人惊喜连连！负离子天然氧吧，呼吸起来心旷神怡！好水，好林，坐了三次车，都没能全部看完，每处景色都让人神往，但多停留就会不够看下一个。千年苏铁，得花多少钱栽培啊呵呵。去广西，一定要去南宁青秀山！便宜到还想再去！,2021-04-13 发布点评,,5.0,5.0,5.0,2,0,,0
6715745,风景如画，随便拍拍都好看，天然氧吧！对外地游客免费。建议来玩,2020-12-12 发布点评,,5.0,4.0,5.0,1,0,,0
238044146,五一去南宁逛逛～南宁游玩第一名的青秀山～二十块钱一张门票，进园里乘坐小火车十块钱一人一票，但是中途下车后再次上次又得重新买票，公园里很大，坐小火车全场绕一圈都要二十到三十分钟，适合徒步或者野餐吧。只是想进去随意看看的不建议步行～小火车的站点都相隔很远，起码半个小时到一个小时才有一个小火车站点，总结就是空气质量比较好。,2020-05-04 发布点评,,0.0,0.0,0.0,0,0,,0
258640727,不错不错不错，一个人走走坐坐，空气很好，风景很美，美美美的。不错不错不错，一个人走走坐坐，空气很好，风景很美，美美美的。,2020-04-15 发布点评,,0.0,0.0,0.0,2,0,,0
38405941,地铁三号线直达，青秀山B出口来就是，携程订的门票10元优惠票，扫二维码进园，65周岁以上老年人免票！选择观光车和小火车游园的直接二号门进，青秀山里面很大，观光车线路和小火车线路是两条不同的线路，不过在北门兰园景点会同时有，11月的季节花草已经凋零，不过里面负离子很高，空气清新，不急的话可以慢慢逛一天，直接买小火车和观光车通票，我选择了小火车叶子花园和兰园，观光车去观音禅寺，小火车10元单趟，观光车5元单趟！,2019-11-25 发布点评,,5.0,0.0,0.0,0,0,,0
39921886,重阳节门票10块钱很亲民。虽然是山，但是更像一个公园，有坡但都比较平缓，也不是特别高，适合中老年。公园很大，够逛一整天，植物种类特别多，还有科普介绍，挺不错的~,2019-10-11 发布点评,,5.0,0.0,0.0,0,0,,0
216915496,这里空气非常清新，非常好的选择旅游城市。,2019-06-26 发布点评,,5.0,5.0,5.0,0,0,,0
22634200,门票便宜，几乎免费。公园建设很友好，适合慢慢游玩。椅子很多又各不相同，景色也处处有特色。适合老人和小孩。已经玩过两次了。,2019-04-08 发布点评,,5.0,5.0,5.0,0,0,,0
35809372,景色宜人，门票便宜，值得再来。景色宜人，门票便宜，值得再来。景色宜人，门票便宜，值得再来。景色宜人，门票便宜，值得再来。,2019-03-26 发布点评,,5.0,0.0,0.0,0,0,,0
45271686,国内不多的良心景区，景色美，价格实惠。就是坐观光车次数多了点，但是整体价格来说还是划算的。里面空气质量很好，管理也好。,2026-03-03 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0
